0.000000000000000000e+00,2.158356784128825723e+01,1.707418194992179394e+02,7.514885184950726682e+01,5.616069030270411133e+01,4.007058963108075034e+01,8.592383480152585662e+01,3.284604626385285542e+01,5.932506486373002730e+01,1.858006272706052897e+01,2.745420954797724633e+01,2.500434460046474427e+01,3.092536527548239178e+01,1.943966171541971022e+01,3.390547402849003333e+01,2.198100000208862070e+01
2.158356784128825723e+01,0.000000000000000000e+00,1.668158768716005227e+02,6.185655966139890438e+01,6.052357316691161060e+01,2.205332943670588008e+01,1.074421215582189717e+02,4.798086920045773240e+01,7.318649818085630443e+01,1.476899882232887506e+01,2.655302271358372934e+01,1.783309595217263066e+01,3.936612569054761224e+01,3.543459907025255262e+01,4.725241815440516291e+01,3.605000000393576443e+01
1.707418194992179110e+02,1.668158768716005227e+02,0.000000000000000000e+00,1.735969332519452166e+02,1.463583542986438601e+02,1.798794466457002272e+02,2.111978945162834407e+02,1.523678645525206150e+02,1.424248626459533966e+02,1.801896886827502442e+02,1.918759149839744111e+02,1.845666824844195730e+02,1.497042384563133908e+02,1.595674681659614009e+02,1.501211550642042312e+02,1.566599999905778020e+02
7.514885184950726682e+01,6.185655966139890438e+01,1.735969332519452166e+02,0.000000000000000000e+00,1.169922379777593733e+02,6.491452101819720610e+01,1.511211262890703892e+02,8.597618548476000910e+01,1.009343085452174620e+02,6.622806185749149677e+01,7.665379283762590035e+01,6.706110564987683631e+01,9.452722959773616651e+01,7.817252375369606909e+01,8.189886620439770581e+01,7.631999999961848857e+01
5.616069030270411133e+01,6.052357316691161060e+01,1.463583542986438601e+02,1.169922379777593591e+02,0.000000000000000000e+00,7.110875417952179589e+01,9.967472269391555528e+01,5.902864118473660682e+01,7.442215873404623494e+01,6.703787068647315550e+01,7.011437375337214917e+01,6.992407301467692093e+01,2.766776905664710284e+01,5.751653958504098085e+01,6.175314121902370346e+01,5.862000000176242764e+01
4.007058963108075034e+01,2.205332943670587653e+01,1.798794466457002272e+02,6.491452101819720610e+01,7.110875417952179589e+01,0.000000000000000000e+00,1.228268345267559596e+02,6.970477512820485799e+01,9.519012884735583668e+01,2.487963217402101535e+01,2.670394171797767058e+01,2.032476532594154506e+01,5.613443325039049370e+01,5.681070653701836193e+01,6.922112274060644665e+01,5.779110000094038213e+01
8.592383480152585662e+01,1.074421215582189717e+02,2.111978945162834123e+02,1.511211262890703892e+02,9.967472269391555528e+01,1.228268345267559454e+02,0.000000000000000000e+00,7.586511418378955796e+01,7.760565545468692505e+01,1.001470110022035840e+02,9.973956881441736755e+01,1.046911882884296006e+02,8.779601872673565310e+01,7.955656645663923143e+01,8.026860837691351946e+01,8.200000000286657098e+01
3.284604626385285542e+01,4.798086920045773240e+01,1.523678645525206150e+02,8.597618548476000910e+01,5.902864118473660682e+01,6.970477512820487220e+01,7.586511418378955796e+01,0.000000000000000000e+00,2.651959104410513746e+01,5.006126503362671798e+01,6.010374298405186977e+01,5.694794204872725629e+01,3.350369167029116824e+01,1.372845517467021814e+01,5.231198158300641943e+00,1.247000000011029286e+01
5.932506486373002730e+01,7.318649818085630443e+01,1.424248626459533966e+02,1.009343085452174620e+02,7.442215873404623494e+01,9.519012884735583668e+01,7.760565545468692505e+01,2.651959104410513746e+01,0.000000000000000000e+00,7.612018473288611631e+01,8.644518612252413448e+01,8.306959922794986539e+01,5.418466912832728610e+01,3.999870647817300551e+01,2.617076740045898475e+01,3.810999999925753201e+01
1.858006272706052897e+01,1.476899882232887506e+01,1.801896886827502442e+02,6.622806185749149677e+01,6.703787068647314129e+01,2.487963217402101179e+01,1.001470110022035698e+02,5.006126503362671798e+01,7.612018473288611631e+01,0.000000000000000000e+00,1.416960256829655762e+01,6.984765594380038856e+00,4.516342168990982486e+01,3.636258386513249974e+01,5.011402029642772504e+01,3.806999999510972543e+01
