0.000000000000000000e+00,-2.180082289603473953e+02,-1.736724371545403471e+02,-5.711134114699879092e+02,-3.055758283674236608e+01,-3.586267303402052562e+02,-1.821567246350238065e+02,-4.701213219087388211e+02,-2.615800846973397142e+02,-3.165927325045029761e+02,-1.858574962578667282e+02,-2.188320754513744930e+02,-1.877858039247662418e+02,-2.850542335833794709e+02,-2.328404119091351561e+02,-2.493678701851393384e+02,-2.278106001900973467e+02
-2.163867823630543796e+02,0.000000000000000000e+00,-6.827605510991597271e+01,-5.547646423873530921e+02,-2.429824428197627526e+02,-1.810514146451714623e+02,-1.285725858986315586e+02,-2.781256962167485085e+02,-1.050093042338157545e+02,-1.913722121384311379e+02,-5.847994296955538118e+01,-8.742350527478450317e+01,-7.943312375657563962e+01,-9.874488794938619662e+01,-6.128357664602815191e+01,-1.084646914538457878e+02,-6.957230394829601039e+01
-1.714753627677232259e+02,-6.770042732039186717e+01,0.000000000000000000e+00,-5.413843171612970764e+02,-1.990532065211919246e+02,-1.947055910902319624e+02,-6.923258294954216296e+01,-3.477332517813844106e+02,-1.537968095414046559e+02,-2.360064807987134259e+02,-4.547430159091470614e+01,-8.390860255367587683e+01,-5.546803822572790210e+01,-1.256993066992222055e+02,-1.128763967355326514e+02,-1.514209227476414412e+02,-1.148835638047964665e+02
-5.682698881896819785e+02,-5.535425657043400633e+02,-5.407378682678082669e+02,0.000000000000000000e+00,-5.628546905156853200e+02,-4.740144309447557589e+02,-5.833454849002209812e+02,-6.854924817370002756e+02,-4.936148092083900565e+02,-4.611851119100066398e+02,-5.843573579185817835e+02,-6.224726861736024830e+02,-5.986331858223544486e+02,-4.849272328780443786e+02,-5.170967483698439082e+02,-4.862870314096768425e+02,-5.076138664677398538e+02
-2.487511953276799304e+01,-2.389214261130813952e+02,-1.955678176040346727e+02,-5.600157504920168776e+02,0.000000000000000000e+00,-3.753961405735433345e+02,-2.055415420469137473e+02,-4.867095575341828635e+02,-2.742354244044763050e+02,-3.230222402535419519e+02,-2.098257343067224383e+02,-2.438298814422896044e+02,-2.125427566182147814e+02,-3.021251678415948163e+02,-2.487833134489074212e+02,-2.609370029324178404e+02,-2.427411960735581431e+02
-3.518969314716850363e+02,-1.759430623739442581e+02,-1.901728666085288637e+02,-4.701281553565414697e+02,-3.743488050089974308e+02,0.000000000000000000e+00,-2.246970695920177263e+02,-3.178666898598238504e+02,-1.852970562527461595e+02,-2.355039373508724623e+02,-2.114196388264300026e+02,-2.214538381693051008e+02,-2.208331608920062763e+02,-8.301169015465455914e+01,-1.803652461592429006e+02,-1.941831765845755911e+02,-1.839642485160048864e+02
-1.744715583092391853e+02,-1.225088661701399531e+02,-6.374449101057464873e+01,-5.785038418547422907e+02,-2.035388390251034991e+02,-2.237417021347533250e+02,0.000000000000000000e+00,-3.924233242720783892e+02,-2.191625402201400732e+02,-3.022845504963741519e+02,-7.296264696649221548e+01,-7.891274200267947947e+01,-5.810667544947014562e+01,-1.749020559651358440e+02,-1.771077618658698327e+02,-2.175850789388445889e+02,-1.803053739720593285e+02
-4.620902477018434524e+02,-2.717160686071461555e+02,-3.418992519613061631e+02,-6.803049308104107240e+02,-4.843609466312618679e+02,-3.165654145214487016e+02,-3.920774163909675849e+02,0.000000000000000000e+00,-2.389089477891621414e+02,-2.445858275766701695e+02,-3.181058111762285989e+02,-3.167769140342325613e+02,-3.329269180458919095e+02,-2.778223088102533893e+02,-2.509488408641977344e+02,-2.532712083096875517e+02,-2.589182459812309958e+02
-2.512293747096360335e+02,-9.628004084340508939e+01,-1.456431739405180963e+02,-4.861076225009923064e+02,-2.695671777207469972e+02,-1.816761451335626987e+02,-2.164969965582210421e+02,-2.365893120083538292e+02,0.000000000000000000e+00,-7.564592755688472892e+01,-1.524285097741487220e+02,-1.851826541581373817e+02,-1.748898200595200478e+02,-9.842499079522804095e+01,-3.392687045057057560e+01,-6.212556856260221139e+00,-2.982234339143290214e+01
-3.051569065122878897e+02,-1.815578327435090671e+02,-2.267677291933154606e+02,-4.525928091980974841e+02,-3.172688775653012385e+02,-2.307979102271775957e+02,-2.985338908299436866e+02,-2.411810757913504517e+02,-7.456081155237332325e+01,0.000000000000000000e+00,-2.363361239039537907e+02,-2.700117354363415529e+02,-2.590020562444739198e+02,-1.647921236287488966e+02,-1.185237552875117046e+02,-7.342310230920277547e+01,-1.123636257841401687e+02
